"","id","name","gene.id","gene.symbol","gene.name","entrez.id","chromosome","start.position","end.position","p","fold.change"
"14868",1019255,"CUST_8829_PI416261804",8407,"FKBP6","FK506 binding protein 6, 36kDa",8468,"7","n/a","n/a",0.101,1.124
"14869",1061094,"A_24_P50862",34567,"QRSL1","glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1",55278,"6","n/a","n/a",0.0854,1.124
"14870",1019231,"A_32_P812442",94633,"SLC36A3","solute carrier family 36 (proton/amino acid symporter), member 3",285641,"5","n/a","n/a",0.121,1.124
"14871",1034454,"CUST_218_PI416261804",80804,"FAM71A","family with sequence similarity 71, member A",149647,"1","n/a","n/a",0.067,1.124
"14872",1029494,"A_23_P216756",2205,"FCN2","ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)",2220,"9","n/a","n/a",0.129,1.124
"14873",1014197,"CUST_11597_PI416261804",94790,"ZNF252P-AS1","ZNF252P antisense RNA 1 (non-protein coding)",286103,"8","n/a","n/a",0.127,1.124
"14874",1020951,"A_24_P221745",134063,"LOC440934","uncharacterized LOC440934",440934,"2","n/a","n/a",0.0732,1.124
"14875",1035691,"A_23_P89267",79016,"CYB5D1","cytochrome b5 domain containing 1",124637,"17","n/a","n/a",0.0208,1.123
"14876",1027203,"CUST_285_PI416573500",123746,"OR5M1","olfactory receptor, family 5, subfamily M, member 1",390168,"11","n/a","n/a",0.0424,1.123
"14877",1019868,"CUST_1190_PI416573500",77770,"ZNF837","zinc finger protein 837",116412,"19","n/a","n/a",0.133,1.123
"14878",1054890,"A_23_P97005",3691,"JAK1","Janus kinase 1",3716,"1","n/a","n/a",0.0235,1.123
"14879",1018213,"A_32_P48559",80516,"C16orf92","chromosome 16 open reading frame 92",146378,"16","n/a","n/a",0.0107,1.123
"14880",1050956,"CUST_15104_PI416261804",6859,"TBX1","T-box 1",6899,"22","n/a","n/a",0.0421,1.123
"14881",1032050,"A_32_P35734",109641,"LOC339240","keratin 17 pseudogene",339240,"17","n/a","n/a",0.189,1.123
"14882",1035460,"CUST_9365_PI416261804",79269,"ARHGEF19","Rho guanine nucleotide exchange factor (GEF) 19",128272,"1","n/a","n/a",0.0359,1.123
"14883",1011155,"A_32_P196854",83506,"FAM76A","family with sequence similarity 76, member A",199870,"1","n/a","n/a",0.00656,1.123
"14884",1050914,"A_23_P254816",6899,"TCF15","transcription factor 15 (basic helix-loop-helix)",6939,"20","n/a","n/a",0.0202,1.123
"14885",1039046,"A_23_P120488",55519,"NPEPL1","aminopeptidase-like 1",79716,"20","n/a","n/a",0.00905,1.123
"14886",1031528,"CUST_1152_PI416379584",122068,"KRTAP10-6","keratin associated protein 10-6",386674,"21","n/a","n/a",0.15,1.123
"14887",1031797,"CUST_4708_PI416261804",110352,"TBX10","T-box 10",347853,"11","n/a","n/a",0.13,1.123
"14888",1058319,"CUST_1270_PI416379584",1049,"CEL","carboxyl ester lipase (bile salt-stimulated lipase)",1056,"9","n/a","n/a",0.184,1.123
"14889",1050480,"CUST_15936_PI416261804",7307,"UCP1","uncoupling protein 1 (mitochondrial, proton carrier)",7350,"4","n/a","n/a",0.0877,1.123
"14890",1036340,"A_23_P321349",76644,"SAAL1","serum amyloid A-like 1",113174,"11","n/a","n/a",0.036,1.123
"14891",1040408,"A_23_P105144",37030,"SCUBE2","signal peptide, CUB domain, EGF-like 2",57758,"11","n/a","n/a",0.0968,1.123
"14892",1049488,"CUST_2180_PI416261804",8573,"DCHS1","dachsous 1 (Drosophila)",8642,"11","n/a","n/a",0.131,1.123
"14893",1036520,"A_24_P913716",60243,"B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",93010,"2","n/a","n/a",0.0289,1.123
"14894",1014020,"CUST_6746_PI416261804",94394,"SIRPB2","signal-regulatory protein beta 2",284759,"20","n/a","n/a",0.104,1.123
"14895",1015926,"A_23_P61623",27975,"SLCO3A1","solute carrier organic anion transporter family, member 3A1",28232,"15","n/a","n/a",0.0295,1.123
"14896",1035987,"A_23_P205408",78449,"MIA2","melanoma inhibitory activity 2",117153,"14","n/a","n/a",0.208,1.123
"14897",1019319,"A_32_P146286",1002040,"LOC100130331","POTE ankyrin domain family, member F pseudogene",100130331,"1","n/a","n/a",0.0484,1.123
"14898",1018018,"A_32_P80245",110199,"ZFP57","zinc finger protein 57 homolog (mouse)",346171,"6","n/a","n/a",0.0479,1.123
"14899",1037910,"A_24_P273157",58249,"OBSCN","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",84033,"1","n/a","n/a",0.113,1.123
"14900",1059455,"A_32_P159612",37,"ASIC2","acid-sensing (proton-gated) ion channel 2",40,"17","n/a","n/a",0.0647,1.123
"14901",1019497,"CUST_10727_PI416261804",28862,"RACGAP1","Rac GTPase activating protein 1",29127,"12","n/a","n/a",0.157,1.123
"14902",1064560,"A_32_P210902",1007384,"A_32_P210902","AGILENT probe A_32_P210902 (non-RefSeq)",0,"n/a","n/a","n/a",0.0378,1.123
"14903",1026129,"A_32_P76720",31039,"NT5DC3","5'-nucleotidase domain containing 3",51559,"12","n/a","n/a",0.154,1.123
"14904",1068132,"CUST_3584_PI416261804",1009694,"CUST_3584_PI416261804","AGILENT probe CUST_3584_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.0952,1.123
"14905",1032124,"CUST_292_PI416379584",109276,"KRTAP19-6","keratin associated protein 19-6",337973,"21","n/a","n/a",0.0667,1.123
"14906",1067418,"A_24_P393496",1009285,"LOC100288798","uncharacterized LOC100288798",100288798,"12","n/a","n/a",0.0799,1.123
"14907",1033052,"A_24_P943894",85868,"SCUBE3","signal peptide, CUB domain, EGF-like 3",222663,"6","n/a","n/a",0.0737,1.123
"14908",1039325,"A_24_P194068",54995,"PLEKHF1","pleckstrin homology domain containing, family F (with FYVE domain) member 1",79156,"19","n/a","n/a",0.0455,1.123
"14909",1012055,"CUST_741_PI416261804",58531,"THOC3","THO complex 3",84321,"5","n/a","n/a",0.0995,1.123
"14910",1031508,"CUST_524_PI416379584",122078,"KRTAP12-4","keratin associated protein 12-4",386684,"21","n/a","n/a",0.105,1.123
"14911",1061282,"A_24_P343830",1005188,"A_24_P343830","AGILENT probe A_24_P343830 (non-RefSeq)",0,"n/a","n/a","n/a",0.164,1.123
"14912",1040307,"A_23_P165201",37324,"PRODH2","proline dehydrogenase (oxidase) 2",58510,"19","n/a","n/a",0.00607,1.123
"14913",1042115,"CUST_1805_PI416261804",34522,"MOB1A","MOB kinase activator 1A",55233,"2","n/a","n/a",0.0449,1.123
"14914",1027675,"CUST_461_PI416379584",134710,"OR9K2","olfactory receptor, family 9, subfamily K, member 2",441639,"12","n/a","n/a",0.0609,1.123
"14915",1038700,"A_24_P307854",55830,"FBXL18","F-box and leucine-rich repeat protein 18",80028,"7","n/a","n/a",0.0393,1.123
"14916",1018913,"CUST_8455_PI416261804",125582,"RASA4CP","RAS p21 protein activator 4C, pseudogene",401331,"7","n/a","n/a",0.0319,1.123
"14917",1034610,"A_23_P337262",80613,"APCDD1","adenomatosis polyposis coli down-regulated 1",147495,"18","n/a","n/a",0.0118,1.123
"14918",1029998,"CUST_967_PI416573500",58403,"SETD3","SET domain containing 3",84193,"14","n/a","n/a",0.0411,1.123
"14919",1018890,"CUST_7973_PI416261804",41845,"CYP4F12","cytochrome P450, family 4, subfamily F, polypeptide 12",66002,"19","n/a","n/a",0.0716,1.123
"14920",1032535,"CUST_3991_PI416261804",94107,"FLJ39639","uncharacterized protein FLJ39639",283876,"16","n/a","n/a",0.0926,1.123
"14921",1034946,"A_23_P48826",80043,"TRIM69","tripartite motif containing 69",140691,"15","n/a","n/a",0.0194,1.123
"14922",1015619,"A_24_P342096",1002489,"FAM27A","family with sequence similarity 27, member A",548321,"9","n/a","n/a",0.0438,1.123
"14923",1064877,"A_24_P721828",1007596,"A_24_P721828","AGILENT probe A_24_P721828 (non-RefSeq)",0,"n/a","n/a","n/a",0.0422,1.123
"14924",1044546,"A_23_P320095",26999,"CSDC2","cold shock domain containing C2, RNA binding",27254,"22","n/a","n/a",0.0703,1.123
"14925",1044361,"A_32_P58816",28728,"MACROD1","MACRO domain containing 1",28992,"11","n/a","n/a",0.0895,1.123
"14926",1032400,"CUST_1043_PI416379584",94435,"SH2D6","SH2 domain containing 6",284948,"2","n/a","n/a",0.123,1.123
"14927",1042977,"A_24_P12397",33501,"TREM2","triggering receptor expressed on myeloid cells 2",54209,"6","n/a","n/a",0.177,1.123
"14928",1047302,"A_32_P35375",10375,"DEAF1","deformed epidermal autoregulatory factor 1 (Drosophila)",10522,"11","n/a","n/a",0.00984,1.123
"14929",1051997,"A_24_P118855",6141,"RPL36A","ribosomal protein L36a",6173,"X","n/a","n/a",0.0545,1.123
"14930",1047367,"A_24_P397515",10326,"HMGN4","high mobility group nucleosomal binding domain 4",10473,"6","n/a","n/a",0.00767,1.123
"14931",1062979,"A_24_P239451",1006330,"A_24_P239451","AGILENT probe A_24_P239451 (non-RefSeq)",0,"n/a","n/a","n/a",0.127,1.123
"14932",1061840,"A_24_P944402",1005550,"A_24_P944402","AGILENT probe A_24_P944402 (non-RefSeq)",0,"n/a","n/a","n/a",0.0439,1.123
"14933",1059051,"CUST_4409_PI416261804",412,"ARSE","arylsulfatase E (chondrodysplasia punctata 1)",415,"X","n/a","n/a",0.08,1.123
"14934",1066868,"CUST_4219_PI416261804",1008919,"CUST_4219_PI416261804","AGILENT probe CUST_4219_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.195,1.123
"14935",1026284,"CUST_1666_PI416261804",123749,"OR5AK2","olfactory receptor, family 5, subfamily AK, member 2",390181,"11","n/a","n/a",0.111,1.123
"14936",1012147,"CUST_4318_PI416261804",1000984,"LOC100131342","hypothetical LOC100131342",100131342,"20","n/a","n/a",0.0897,1.123
"14937",1018439,"A_23_P133916",713,"C2","complement component 2",717,"6","n/a","n/a",0.0856,1.123
"14938",1046818,"A_32_P2333",10765,"SUB1","SUB1 homolog (S. cerevisiae)",10923,"5","n/a","n/a",0.0347,1.123
"14939",1033904,"CUST_1551_PI416261804",81602,"TOR1AIP2","torsin A interacting protein 2",163590,"1","n/a","n/a",0.0702,1.123
"14940",1012278,"CUST_16753_PI416261804",857,"RUNX1","runt-related transcription factor 1",861,"21","n/a","n/a",0.147,1.123
"14941",1023462,"A_24_P920090",2478,"NR5A2","nuclear receptor subfamily 5, group A, member 2",2494,"1","n/a","n/a",0.165,1.123
"14942",1039545,"A_24_P233256",41752,"ZNF649","zinc finger protein 649",65251,"19","n/a","n/a",0.115,1.123
"14943",1031978,"A_24_P280660",109817,"TREML1","triggering receptor expressed on myeloid cells-like 1",340205,"6","n/a","n/a",0.103,1.123
"14944",1062715,"A_24_P915294",1006147,"A_24_P915294","AGILENT probe A_24_P915294 (non-RefSeq)",0,"n/a","n/a","n/a",0.125,1.123
"14945",1055188,"A_23_P152782",3410,"IFI35","interferon-induced protein 35",3430,"17","n/a","n/a",0.12,1.123
"14946",1027324,"A_23_P23639",90259,"MCOLN2","mucolipin 2",255231,"1","n/a","n/a",0.113,1.123
"14947",1027134,"CUST_6173_PI416261804",40714,"PBLD","phenazine biosynthesis-like protein domain containing",64081,"10","n/a","n/a",0.0588,1.123
"14948",1032965,"CUST_3789_PI416261804",90107,"IPMK","inositol polyphosphate multikinase",253430,"10","n/a","n/a",0.0027,1.123
"14949",1049504,"A_24_P230156",8560,"JRK","jerky homolog (mouse)",8629,"8","n/a","n/a",0.026,1.123
"14950",1029937,"CUST_961_PI416379584",123700,"OR52N4","olfactory receptor, family 52, subfamily N, member 4",390072,"11","n/a","n/a",0.136,1.123
"14951",1022236,"CUST_13894_PI416261804",54986,"FKRP","fukutin related protein",79147,"19","n/a","n/a",0.0408,1.123
"14952",1035110,"CUST_198_PI416261804",79684,"C7orf31","chromosome 7 open reading frame 31",136895,"7","n/a","n/a",0.129,1.123
"14953",1010740,"CUST_3610_PI416261804",85618,"SHANK2-AS3","SHANK2 antisense RNA 3 (non-protein coding)",220070,"11","n/a","n/a",0.185,1.123
"14954",1046627,"A_23_P159390",10915,"TOPBP1","topoisomerase (DNA) II binding protein 1",11073,"3","n/a","n/a",0.0204,1.123
"14955",1047337,"A_23_P44291",10344,"CRTAP","cartilage associated protein",10491,"3","n/a","n/a",0.0127,1.123
"14956",1071045,"CUST_4636_PI416261804",1012033,"CUST_4636_PI416261804","AGILENT probe CUST_4636_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.0697,1.122
"14957",1069810,"A_23_P145930",1011018,"A_23_P145930","AGILENT probe A_23_P145930 (non-RefSeq)",0,"n/a","n/a","n/a",0.0244,1.122
"14958",1059235,"A_23_P85941",254,"ALX3","ALX homeobox 3",257,"1","n/a","n/a",0.0657,1.122
"14959",1013367,"A_23_P45934",6686,"SRP9","signal recognition particle 9kDa",6726,"1","n/a","n/a",0.0354,1.122
"14960",1030057,"CUST_1301_PI416573500",5044,"PAX2","paired box 2",5076,"10","n/a","n/a",0.0337,1.122
"14961",1040378,"A_32_P22571",37097,"RAP2C","RAP2C, member of RAS oncogene family",57826,"X","n/a","n/a",0.01,1.122
"14962",1031895,"A_24_P194730",110026,"ZSCAN22","zinc finger and SCAN domain containing 22",342945,"19","n/a","n/a",0.162,1.122
"14963",1037964,"A_23_P118842",58129,"KRTAP1-5","keratin associated protein 1-5",83895,"17","n/a","n/a",0.0612,1.122
"14964",1033828,"CUST_7405_PI416261804",81675,"PRICKLE2","prickle homolog 2 (Drosophila)",166336,"3","n/a","n/a",0.0614,1.122
"14965",1014435,"A_24_P18621",78850,"AEBP2","AE binding protein 2",121536,"12","n/a","n/a",0.0122,1.122
"14966",1029940,"CUST_311_PI416261804",79322,"C20orf94","chromosome 20 open reading frame 94",128710,"20","n/a","n/a",0.0288,1.122
"14967",1064181,"A_32_P5568",1007126,"A_32_P5568","AGILENT probe A_32_P5568 (non-RefSeq)",0,"n/a","n/a","n/a",0.0562,1.122
"14968",1063706,"A_32_P235540",1006801,"A_32_P235540","AGILENT probe A_32_P235540 (non-RefSeq)",0,"n/a","n/a","n/a",0.117,1.122
"14969",1039453,"CUST_4907_PI416261804",54846,"METRN","meteorin, glial cell differentiation regulator",79006,"16","n/a","n/a",0.0691,1.122
"14970",1052830,"A_23_P80940",5439,"PPAT","phosphoribosyl pyrophosphate amidotransferase",5471,"4","n/a","n/a",0.0209,1.122
"14971",1013439,"CUST_3113_PI416261804",7387,"EZR","ezrin",7430,"6","n/a","n/a",0.126,1.122
"14972",1067137,"A_32_P142991",1009112,"A_32_P142991","AGILENT probe A_32_P142991 (non-RefSeq)",0,"n/a","n/a","n/a",0.00818,1.122
"14973",1032122,"CUST_346_PI416573500",109277,"KRTAP19-7","keratin associated protein 19-7",337974,"21","n/a","n/a",0.152,1.122
"14974",1045435,"A_24_P165656",23436,"PRKD3","protein kinase D3",23683,"2","n/a","n/a",0.0421,1.122
"14975",1017089,"A_23_P149448",37072,"HES4","hairy and enhancer of split 4 (Drosophila)",57801,"1","n/a","n/a",0.0143,1.122
"14976",1018574,"A_23_P360268",81408,"LOC158696","uncharacterized LOC158696",158696,"X","n/a","n/a",0.106,1.122
"14977",1036458,"A_23_P133075",60300,"TBCK","TBC1 domain containing kinase",93627,"4","n/a","n/a",0.00841,1.122
"14978",1061768,"A_24_P136387",122216,"CEP85L","centrosomal protein 85kDa-like",387119,"6","n/a","n/a",0.0792,1.122
"14979",1035424,"A_23_P210807",79333,"CSTL1","cystatin-like 1",128817,"20","n/a","n/a",0.0527,1.122
"14980",1069409,"CUST_3227_PI416261804",1010707,"CUST_3227_PI416261804","AGILENT probe CUST_3227_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.0261,1.122
"14981",1047853,"CUST_7785_PI416261804",9947,"ARPC5","actin related protein 2/3 complex, subunit 5, 16kDa",10092,"1","n/a","n/a",0.0191,1.122
"14982",1028832,"CUST_442_PI416573500",78766,"OR4B1","olfactory receptor, family 4, subfamily B, member 1",119765,"11","n/a","n/a",0.0106,1.122
"14983",1054600,"A_24_P397817",3927,"LEP","leptin",3952,"7","n/a","n/a",0.111,1.122
"14984",1011745,"A_32_P82424",171976,"LOC647252","similar to chromatin modifying protein 5",647252,"1","n/a","n/a",0.0455,1.122
"14985",1032066,"CUST_1360_PI416379584",109597,"VSX2","visual system homeobox 2",338917,"14","n/a","n/a",0.0548,1.122
"14986",1026316,"A_23_P396353",30681,"NIN","ninein (GSK3B interacting protein)",51199,"14","n/a","n/a",0.0206,1.122
"14987",1069495,"A_24_P75558",1010779,"A_24_P75558","AGILENT probe A_24_P75558 (non-RefSeq)",0,"n/a","n/a","n/a",0.249,1.122
"14988",1054681,"A_23_P38537",3843,"KRT16","keratin 16",3868,"17","n/a","n/a",0.134,1.122
"14989",1066171,"A_32_P218131",1008458,"A_24_P922096","AGILENT probe A_24_P922096 (non-RefSeq)",0,"n/a","n/a","n/a",0.0339,1.122
"14990",1010960,"A_24_P647146",31044,"HDAC7","histone deacetylase 7",51564,"12","n/a","n/a",0.0294,1.122
"14991",1060814,"A_23_P92809",1004905,"A_23_P92809","AGILENT probe A_23_P92809 (non-RefSeq)",0,"n/a","n/a","n/a",0.0612,1.122
"14992",1054664,"CUST_7494_PI416261804",3862,"KRT81","keratin 81",3887,"12","n/a","n/a",0.0377,1.122
"14993",1047102,"A_24_P356254",10517,"CTCF","CCCTC-binding factor (zinc finger protein)",10664,"16","n/a","n/a",0.0276,1.122
"14994",1068582,"CUST_4635_PI416261804",1010041,"CUST_482_PI417507815","AGILENT probe CUST_482_PI417507815 (non-RefSeq)",0,"n/a","n/a","n/a",0.0879,1.122
"14995",1069523,"A_24_P144054",1010802,"A_24_P144054","AGILENT probe A_24_P144054 (non-RefSeq)",0,"n/a","n/a","n/a",0.315,1.122
"14996",1068940,"A_24_P919538",1010325,"A_24_P919538","AGILENT probe A_24_P919538 (non-RefSeq)",0,"n/a","n/a","n/a",0.0975,1.122
"14997",1030594,"A_23_P70148",23285,"NNT","nicotinamide nucleotide transhydrogenase",23530,"5","n/a","n/a",0.0331,1.122
"14998",1026451,"CUST_228_PI416261804",134284,"FAM26F","family with sequence similarity 26, member F",441168,"6","n/a","n/a",0.0519,1.122
"14999",1046958,"CUST_318_PI417507815",10637,"ZNF268","zinc finger protein 268",10795,"12","n/a","n/a",0.0247,1.122
"15000",1051778,"A_23_P126057",6307,"SCP2","sterol carrier protein 2",6342,"1","n/a","n/a",0.00392,1.122
"15001",1010406,"A_24_P323104",1717,"DIAPH1","diaphanous homolog 1 (Drosophila)",1729,"5","n/a","n/a",0.0352,1.122
"15002",1019527,"CUST_14832_PI416261804",1003552,"CUST_14832_PI416261804","AGILENT probe CUST_14832_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.116,1.122
"15003",1042045,"A_24_P372134",34570,"TMEM140","transmembrane protein 140",55281,"7","n/a","n/a",0.171,1.122
"15004",1062038,"A_24_P255324",1005672,"A_24_P255324","AGILENT probe A_24_P255324 (non-RefSeq)",0,"n/a","n/a","n/a",0.0666,1.122
"15005",1011381,"CUST_16301_PI416261804",5793,"ABCD3","ATP-binding cassette, sub-family D (ALD), member 3",5825,"1","n/a","n/a",0.0455,1.122
"15006",1050093,"CUST_16770_PI416261804",7781,"NPHS2","nephrosis 2, idiopathic, steroid-resistant (podocin)",7827,"1","n/a","n/a",0.103,1.122
"15007",1038324,"CUST_14897_PI416261804",57271,"ACTL8","actin-like 8",81569,"1","n/a","n/a",0.0362,1.122
"15008",1066899,"A_32_P217561",1008946,"A_32_P217561","AGILENT probe A_32_P217561 (non-RefSeq)",0,"n/a","n/a","n/a",0.027,1.122
"15009",1021850,"CUST_13212_PI416261804",963,"CD68","CD68 molecule",968,"17","n/a","n/a",0.0482,1.122
"15010",1032981,"CUST_7054_PI416261804",90060,"TTTY22","testis-specific transcript, Y-linked 22 (non-protein coding)",252954,"Y","n/a","n/a",0.0703,1.122
"15011",1024787,"A_23_P402952",134395,"CTAGE15P","CTAGE family, member 15, pseudogene",441294,"7","n/a","n/a",0.0721,1.122
"15012",1019478,"A_24_P62615",10340,"CAP1","CAP, adenylate cyclase-associated protein 1 (yeast)",10487,"1","n/a","n/a",0.0583,1.122
"15013",1037451,"CUST_16681_PI416261804",58864,"RETNLB","resistin like beta",84666,"3","n/a","n/a",0.00877,1.122
"15014",1055760,"A_23_P53137",3031,"HBG2","hemoglobin, gamma G",3048,"11","n/a","n/a",0.255,1.122
"15015",1030496,"A_24_P222300",61015,"FNIP1","folliculin interacting protein 1",96459,"5","n/a","n/a",0.0311,1.122
"15016",1022417,"A_23_P356004",29809,"KCNIP3","Kv channel interacting protein 3, calsenilin",30818,"2","n/a","n/a",0.079,1.122
"15017",1059378,"CUST_16977_PI416261804",124,"ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide",127,"4","n/a","n/a",0.0981,1.122
"15018",1015930,"A_32_P99100",5764,"PTPRK","protein tyrosine phosphatase, receptor type, K",5796,"6","n/a","n/a",0.0472,1.122
"15019",1036675,"CUST_28_PI416408490",60100,"MYLK3","myosin light chain kinase 3",91807,"16","n/a","n/a",0.158,1.122
"15020",1052748,"CUST_12980_PI416261804",5508,"PPYR1","pancreatic polypeptide receptor 1",5540,"10","n/a","n/a",0.0964,1.122
"15021",1046971,"A_24_P733083",10614,"SRSF10","serine/arginine-rich splicing factor 10",10772,"1","n/a","n/a",0.00158,1.122
"15022",1011110,"CUST_3922_PI416261804",83451,"DNM1P46","DNM1 pseudogene 46",196968,"15","n/a","n/a",0.183,1.122
"15023",1047758,"A_23_P11353",10014,"ATP6AP2","ATPase, H+ transporting, lysosomal accessory protein 2",10159,"X","n/a","n/a",0.0147,1.122
"15024",1070717,"A_24_P660797",1011705,"A_24_P660797","AGILENT probe A_24_P660797 (non-RefSeq)",0,"n/a","n/a","n/a",0.0448,1.122
"15025",1067917,"A_32_P797019",1009580,"A_32_P797019","AGILENT probe A_32_P797019 (non-RefSeq)",0,"n/a","n/a","n/a",0.107,1.122
"15026",1057818,"A_32_P29632",1514,"CXADR","coxsackie virus and adenovirus receptor",1525,"21","n/a","n/a",0.194,1.122
"15027",1014254,"CUST_11233_PI416261804",5763,"PTPRJ","protein tyrosine phosphatase, receptor type, J",5795,"11","n/a","n/a",0.0657,1.122
"15028",1052279,"A_24_P299794",5897,"RBBP5","retinoblastoma binding protein 5",5929,"1","n/a","n/a",0.0768,1.122
"15029",1025856,"CUST_12694_PI416261804",81940,"XAGE3","X antigen family, member 3",170626,"X","n/a","n/a",0.0397,1.122
"15030",1065973,"A_24_P85375",1008316,"A_24_P85375","AGILENT probe A_24_P85375 (non-RefSeq)",0,"n/a","n/a","n/a",0.0212,1.122
"15031",1065495,"A_24_P931944",1008016,"A_24_P450104","AGILENT probe A_24_P450104 (non-RefSeq)",0,"n/a","n/a","n/a",0.0417,1.122
"15032",1027532,"CUST_1030_PI416573500",85532,"OR5AR1","olfactory receptor, family 5, subfamily AR, member 1",219493,"11","n/a","n/a",0.0627,1.122
"15033",1046973,"A_32_P504827",10614,"SRSF10","serine/arginine-rich splicing factor 10",10772,"1","n/a","n/a",0.127,1.122
"15034",1060981,"A_24_P919916",90340,"PTF1A","pancreas specific transcription factor, 1a",256297,"10","n/a","n/a",0.121,1.122
"15035",1069373,"A_24_P170147",1010678,"A_24_P170147","AGILENT probe A_24_P170147 (non-RefSeq)",0,"n/a","n/a","n/a",0.0445,1.122
"15036",1067273,"A_23_P156550",109817,"TREML1","triggering receptor expressed on myeloid cells-like 1",340205,"6","n/a","n/a",0.0808,1.122
"15037",1015681,"A_23_P427296",1002507,"LOC100132319","uncharacterized LOC100132319",100132319,"3","n/a","n/a",0.0286,1.122
"15038",1032006,"CUST_611_PI416573500",109726,"CYP27C1","cytochrome P450, family 27, subfamily C, polypeptide 1",339761,"2","n/a","n/a",0.124,1.122
"15039",1052930,"CUST_13267_PI416261804",5376,"PNLIPRP2","pancreatic lipase-related protein 2",5408,"10","n/a","n/a",0.0852,1.122
"15040",1030194,"A_24_P237036",8669,"TNFSF14","tumor necrosis factor (ligand) superfamily, member 14",8740,"19","n/a","n/a",0.012,1.122
"15041",1019789,"A_24_P24092",109659,"ZNF181","zinc finger protein 181",339318,"19","n/a","n/a",0.0157,1.122
"15042",1071019,"CUST_3582_PI416261804",1012007,"CUST_3582_PI416261804","AGILENT probe CUST_3582_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.0411,1.122
"15043",1042114,"A_24_P379765",34522,"MOB1A","MOB kinase activator 1A",55233,"2","n/a","n/a",0.0267,1.122
"15044",1031959,"CUST_860_PI416573500",109854,"POTEA","POTE ankyrin domain family, member A",340441,"8","n/a","n/a",0.111,1.122
"15045",1067045,"A_24_P294765",1009045,"A_23_P70069","AGILENT probe A_23_P70069 (non-RefSeq)",0,"n/a","n/a","n/a",0.0642,1.122
"15046",1068899,"A_24_P158881",1010291,"A_24_P158881","AGILENT probe A_24_P158881 (non-RefSeq)",0,"n/a","n/a","n/a",0.0879,1.122
"15047",1031764,"CUST_52_PI416383280",110423,"GJC3","gap junction protein, gamma 3, 30.2kDa",349149,"7","n/a","n/a",0.113,1.122
"15048",1070600,"A_24_P368748",1011588,"A_24_P368748","AGILENT probe A_24_P368748 (non-RefSeq)",0,"n/a","n/a","n/a",0.0182,1.122
"15049",1039789,"CUST_11028_PI416261804",41283,"COPS7B","COP9 constitutive photomorphogenic homolog subunit 7B (Arabidopsis)",64708,"2","n/a","n/a",0.0363,1.121
"15050",1039646,"A_23_P215604",41445,"CASD1","CAS1 domain containing 1",64921,"7","n/a","n/a",0.0405,1.121
"15051",1037453,"A_23_P104438",58863,"MYPN","myopalladin",84665,"10","n/a","n/a",0.12,1.121
"15052",1056691,"CUST_158_PI417557136",2541,"GABRA4","gamma-aminobutyric acid (GABA) A receptor, alpha 4",2557,"4","n/a","n/a",0.0594,1.121
"15053",1063019,"A_24_P128098",1006358,"A_24_P128098","AGILENT probe A_24_P128098 (non-RefSeq)",0,"n/a","n/a","n/a",0.0535,1.121
"15054",1057461,"A_23_P210319",1826,"DTNB","dystrobrevin, beta",1838,"2","n/a","n/a",0.0243,1.121
"15055",1028809,"A_32_P148737",35023,"ZFP64","zinc finger protein 64 homolog (mouse)",55734,"20","n/a","n/a",0.158,1.121
"15056",1034634,"A_24_P400573",80585,"TMC8","transmembrane channel-like 8",147138,"17","n/a","n/a",0.0371,1.121
"15057",1019189,"CUST_14882_PI416261804",9229,"RAB28","RAB28, member RAS oncogene family",9364,"4","n/a","n/a",0.0143,1.121
"15058",1068077,"A_23_P95070",1009659,"A_23_P95070","AGILENT probe A_23_P95070 (non-RefSeq)",0,"n/a","n/a","n/a",0.0365,1.121
"15059",1056867,"A_32_P155247",2496,"FTL","ferritin, light polypeptide",2512,"19","n/a","n/a",0.0411,1.121
"15060",1021105,"A_32_P449380",125690,"WDR38","WD repeat domain 38",401551,"9","n/a","n/a",0.0744,1.121
"15061",1010609,"CUST_432_PI417507815",1000174,"LOC100130107","hypothetical LOC100130107",100130107,"15","n/a","n/a",0.0863,1.121
"15062",1021707,"A_24_P65121",41451,"TTC23","tetratricopeptide repeat domain 23",64927,"15","n/a","n/a",0.0922,1.121
"15063",1036025,"CUST_15984_PI416261804",77842,"APOA5","apolipoprotein A-V",116519,"11","n/a","n/a",0.196,1.121
"15064",1019553,"CUST_11632_PI416261804",36739,"SCAF4","SR-related CTD-associated factor 4",57466,"21","n/a","n/a",0.103,1.121
"15065",1026737,"A_23_P259594",9325,"AKAP7","A kinase (PRKA) anchor protein 7",9465,"6","n/a","n/a",0.0229,1.121
